error_message,input_borough,input_hnum,input_street,uid
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,434,HICKS STREET,301643407
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2836,STILLWELL AVENUE,301862811
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,46,SOUTH 6TH STREET,301799766
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,73,VILLAGE ROAD NORTH,301800282
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,441,AVENUE Y,301867601
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,39,DESALES PLACE,301865863
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1573,WEST 7 STREET,301909228
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1556,WEST 3 STREET,301910537
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,201,MOTHER GASTON BOULEVARD,301924498
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,663,EAST 87 STREET,301969430
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,3911 REAR,6 AVENUE,302019447
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,434,LEFFERTS AVENUE,302084991
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,784,LOGAN STREET,302084893
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,692,JAMAICA AVENUE,302106566
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,164,MYRTLE AVENUE,302195407
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,162,MYRTLE AVENUE,302195416
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,511,EMERALD STREET,302273224
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,818,PACIFIC STREET,302299153
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,814,PACIFIC STREET,302303380
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,465,DEAN STREET,302303399
ADDRESS NUMBER OUT OF RANGE ,Queens,43-02,57 AVENUE,401057716
ADDRESS NUMBER OUT OF RANGE ,Queens,43-02,57 AVENUE,401057707
ADDRESS NUMBER OUT OF RANGE ,Queens,71-05,CALAMUS AVENUE,401093124
ADDRESS NUMBER OUT OF RANGE ,Queens,126-02,31 ROAD,401138498
ADDRESS NUMBER OUT OF RANGE ,Queens,155-05,78 STREET,401168963
ADDRESS NUMBER OUT OF RANGE ,Queens,124-10,31 AVENUE,401168669
ADDRESS NUMBER OUT OF RANGE ,Queens,124-10,31 AVENUE,401168482
ADDRESS NUMBER OUT OF RANGE ,Queens,439,BEACH 35 STREET,401177221
ADDRESS NUMBER OUT OF RANGE ,Queens,89-15,WOODHAVEN BOULEVARD,401413662
ADDRESS NUMBER OUT OF RANGE ,Queens,41-04,70 STREET,401483426
ADDRESS NUMBER OUT OF RANGE ,Queens,143-08,HOOVER AVENUE,401585361
ADDRESS NUMBER OUT OF RANGE ,Queens,207-215,BEACH 3 STREET,401575924
ADDRESS NUMBER OUT OF RANGE ,Queens,6,SUMMIT COURT,401648259
ADDRESS NUMBER OUT OF RANGE ,Queens,439,BEACH 36 STREET,401687457
ADDRESS NUMBER OUT OF RANGE ,Queens,66-52B,80 STREET,401705507
ADDRESS NUMBER OUT OF RANGE ,Queens,94-19,ALSTYNE AVENUE,402069514
ADDRESS NUMBER OUT OF RANGE ,Queens,99-27,66 AVENUE,402139654
ADDRESS NUMBER OUT OF RANGE ,Staten Island,541,COLLEGE AVENUE,500909476
ADDRESS NUMBER OUT OF RANGE ,Queens,3137,137 STREET,402221047
ADDRESS NUMBER OUT OF RANGE ,Queens,23-29,31 ROAD,402272125
ADDRESS NUMBER OUT OF RANGE ,Queens,46-03,102 STREET,402270859
ADDRESS NUMBER OUT OF RANGE ,Queens,25-23,34 STREET,402305778
ADDRESS NUMBER OUT OF RANGE ,Queens,305B,BEACH 101 STREET,402422981
ADDRESS NUMBER OUT OF RANGE ,Queens,107-14,95 AVENUE,402482176
